InternalId;LoadDate;CustomerName;DeliveryCity;DeliveryAddress;DeliveryDate;DeliveryTime;PackageType;Comment
344;2024-02-26 14:40:00.000;"ЗАО ""Чное обучение""";Набережные Челны; пр-кт. Хасана Туфана, д. 43, 1 этаж, офис, клиент спустится;29.02.2024;14:40:00;Бандероль;NULL
345;2024-02-26 12:00:00.000;"ЗАО ""Чное обучение""";Нижнекамск; Улица 30 лет победы, 12/19 ;29.02.2024;12:00:00;Бандероль;NULL
346;2024-02-26 12:00:00.000;"OOO ""Би-Ван Кеноби""";Нижнекамск; ПР-КТ. ХИМИКОВ 1;27.02.2024;12:00:00;Письмо;NULL
347;2024-02-24 14:00:00.000;"ЗАО ""Чное обучение""";Набережные Челны; ПР-КТ. ЧУЛМАН 142;29.02.2024;14:00:00;Письмо;NULL
348;2024-02-20 12:00:00.000;ИП М.А.Н;Нижнекамск; ПР-КТ. ХИМИКОВ 1;27.02.2024;12:00:00;Бандероль;NULL
349;2024-02-25 17:00:00.000;"ЗАО ""Чное обучение""";Нижнекамск; ПР-КТ. МИРА 109;26.02.2024;17:00:00;Бандероль;NULL
350;2024-02-23 10:00:00.000;"ЗАО ""Чное обучение""";Набережные Челны; ПР-КТ. ЯШЬЛЕК д37;27.02.2024;10:00:00;Бандероль;NULL
351;2024-02-21 17:00:00.000;"ЗАО ""Чное обучение""";Нижнекамск; ПР-КТ. МИРА 109;26.02.2024;17:00:00;Письмо;NULL
352;2024-02-18 15:00:00.000;ИП М.А.Н;Нижнекамск; КАЙМАНОВА ,д 3а;23.02.2024;15:00:00;Письмо;NULL
353;2024-02-15 14:00:00.000;"ЗАО ""Чное обучение""";Набережные Челны; пр-кт. Московский, д. 59;20.02.2024;14:00:00;Письмо;NULL
354;2024-02-19 15:30:00.000;ИП М.А.Н;Нижнекамск; УЛ. ТИХАЯ АЛЛЕЯ 9 - 119;23.02.2024;15:30:00;Бандероль;NULL
355;2024-02-19 14:15:00.000;OOO РиК;Нижнекамск; МЕНДЕЛЕЕВА, д. 25;22.02.2024;14:15:00;Письмо;NULL
356;2024-02-22 15:00:00.000;"ПАО ""Альто""";Нижнекамск; КАЙМАНОВА ,д 3а;23.02.2024;15:00:00;Бандероль;NULL
357;2024-02-22 12:00:00.000;"ПАО ""Альто""";Набережные Челны; улица Аделя Кутуя, д. 3;23.02.2024;12:00:00;Письмо;NULL
358;2024-02-21 15:30:00.000;OOO РиК;Нижнекамск; УЛ. ТИХАЯ АЛЛЕЯ 9 - 119;23.02.2024;15:30:00;Письмо;NULL
359;2024-02-16 12:00:00.000;"OOO ""Би-Ван Кеноби""";Набережные Челны; улица Аделя Кутуя, д. 3;23.02.2024;12:00:00;Письмо;NULL
360;2024-02-18 14:15:00.000;OOO РиК;Нижнекамск; МЕНДЕЛЕЕВА, д. 25;22.02.2024;14:15:00;Бандероль;NULL
361;2024-02-15 17:00:00.000;"ПАО ""Альто""";Нижнекамск; УЛ. СЮЮМБИКЕ,Д.71,кв.123;21.02.2024;17:00:00;Бандероль;NULL
362;2024-02-18 17:00:00.000;"ПАО ""Альто""";Нижнекамск; УЛ. СЮЮМБИКЕ,Д.71,кв.123;21.02.2024;17:00:00;Бандероль;NULL
363;2024-02-19 14:00:00.000;OOO РиК;Набережные Челны; пр-кт. Московский, д. 59;20.02.2024;14:00:00;Письмо;NULL
364;2024-02-11 20:30:00.000;"ЗАО ""Чное обучение""";Набережные Челны; Б-Р. ЦВЕТОЧНЫЙ, д 1;18.02.2024;20:30:00;Письмо;NULL
365;2024-02-14 20:30:00.000;"OOO ""Моя Оборона""";Набережные Челны; Б-Р. ЦВЕТОЧНЫЙ, д 1;18.02.2024;20:30:00;Бандероль;NULL
366;2024-02-17 09:00:00.000;"OOO ""Би-Ван Кеноби""";Набережные Челны; Б-Р. СТРОИТЕЛЕЙ;19.02.2024;09:00:00;Письмо;NULL
367;2024-02-15 09:00:00.000;"OOO ""Би-Ван Кеноби""";Набережные Челны; Б-Р. СТРОИТЕЛЕЙ;19.02.2024;09:00:00;Бандероль;NULL
368;2024-02-09 15:30:00.000;"ЗАО ""Чное обучение""";Набережные Челны;  ул. Татарстан, д. 14;15.02.2024;15:30:00;Письмо;NULL
369;2024-02-04 17:00:00.000;"OOO ""Моя Оборона""";Набережные Челны; УЛ. ВИКТОРА ПОЛЯКОВА, Д. 8, КВ. 64;09.02.2024;17:00:00;Письмо;NULL
370;2024-02-11 15:30:00.000;OOO РиК;Набережные Челны;  ул. Татарстан, д. 14;15.02.2024;15:30:00;Письмо;NULL
371;2024-02-03 12:00:00.000;"ПАО ""Альто""";Нижнекамск; ул. Первопроходцев, 7б;09.02.2024;12:00:00;Бандероль;NULL
372;2024-02-09 15:00:00.000;ИП М.А.Н;Нижнекамск; проспект мира дом 64;10.02.2024;15:00:00;Бандероль;NULL
373;2024-02-03 11:00:00.000;"OOO ""Би-Ван Кеноби""";Альметьевск; УЛ. РАДИЩЕВА ДОМ 9 КВ. 2;10.02.2024;11:00:00;Бандероль;NULL
374;2024-02-05 12:00:00.000;"ПАО ""Альто""";Нижнекамск; ул. Первопроходцев, 7б;09.02.2024;12:00:00;Бандероль;NULL
375;2024-02-03 20:34:00.000;"ЗАО ""Чное обучение""";Набережные Челны; ул. Жемчужная д. 38;07.02.2024;20:34:00;Бандероль;NULL
376;2024-02-07 17:00:00.000;OOO РиК;Набережные Челны; УЛ. ВИКТОРА ПОЛЯКОВА, Д. 8, КВ. 64;09.02.2024;17:00:00;Письмо;NULL
377;2024-02-03 18:00:00.000;"OOO ""Би-Ван Кеноби""";Зеленодольск; ул Комарова, д11;07.02.2024;18:00:00;Бандероль;NULL
378;2024-02-06 20:34:00.000;"ЗАО ""Чное обучение""";Набережные Челны; ул. Жемчужная д. 38;07.02.2024;20:34:00;Бандероль;NULL
379;2024-02-02 18:00:00.000;ИП М.А.Н;Зеленодольск; ул Комарова, д11;07.02.2024;18:00:00;Бандероль;NULL
380;2024-02-04 18:30:00.000;"ПАО ""Альто""";Нижнекамск; ул. Бызова дом 11 ;06.02.2024;18:30:00;Письмо;NULL
381;2024-01-24 11:00:00.000;ИП М.А.Н;Альметьевск; Улица Чернышевского 40А офис 11;30.01.2024;11:00:00;Бандероль;NULL
382;2024-01-25 13:00:00.000;"OOO ""Моя Оборона""";Набережные Челны; ул. Гвардейская д.5;27.01.2024;13:00:00;Бандероль;NULL
383;2024-01-26 19:00:00.000;OOO РиК;Набережные Челны; ПР-КТ. ХАСАНА ТУФАНА,Д.18/51,кв.214;31.01.2024;19:00:00;Бандероль;NULL
384;2024-01-17 10:00:00.000;ИП М.А.Н;Набережные Челны; проспект мира 47артира 172, подьед 5 8 этаж 172артира ;24.01.2024;10:00:00;Бандероль;NULL
385;2024-01-26 10:00:00.000;ИП М.А.Н;Альметьевск; УЛ. ГЕРЦЕНА д 90;01.02.2024;10:00:00;Письмо;NULL
386;2024-01-27 18:00:00.000;"ПАО ""Альто""";Набережные Челны; пер. Юности, д. 2;30.01.2024;18:00:00;Письмо;NULL
387;2024-01-26 09:00:00.000;"OOO ""Моя Оборона""";Набережные Челны; ул. Мира д. 18;30.01.2024;09:00:00;Бандероль;NULL
388;2024-01-28 10:00:00.000;"ЗАО ""Чное обучение""";Альметьевск; УЛ. ГЕРЦЕНА д 90;01.02.2024;10:00:00;Бандероль;NULL
389;2024-01-24 19:00:00.000;ИП М.А.Н;Набережные Челны; ПР-КТ. ХАСАНА ТУФАНА,Д.18/51,кв.214;31.01.2024;19:00:00;Бандероль;NULL
390;2024-01-28 19:00:00.000;ИП М.А.Н;Нижнекамск; Студенческая, д. 61;30.01.2024;19:00:00;Бандероль;NULL
391;2024-01-22 09:00:00.000;ИП М.А.Н;Набережные Челны; Проспект Сююмбике д.26;25.01.2024;09:00:00;Бандероль;NULL
392;2024-01-23 19:00:00.000;"OOO ""Би-Ван Кеноби""";Нижнекамск; Студенческая, д. 61;30.01.2024;19:00:00;Письмо;NULL
393;2024-01-23 18:00:00.000;"ПАО ""Альто""";Набережные Челны; пер. Юности, д. 2;30.01.2024;18:00:00;Письмо;NULL
394;2024-01-25 11:00:00.000;"OOO ""Моя Оборона""";Альметьевск; Улица Чернышевского 40А офис 11;30.01.2024;11:00:00;Бандероль;NULL
395;2024-01-25 12:00:00.000;"ЗАО ""Чное обучение""";Набережные Челны; УЛ. ТАТАРСТАН д. 18/99;27.01.2024;12:00:00;Бандероль;NULL
396;2024-01-26 18:30:00.000;ИП М.А.Н;Набережные Челны; ПЕР. ИМ СЕРГЕЯ ЕСЕНИНА Д.3 КВ.106;28.01.2024;18:30:00;Письмо;NULL
397;2024-01-24 18:30:00.000;ИП М.А.Н;Набережные Челны; ПЕР. ИМ СЕРГЕЯ ЕСЕНИНА Д.3 КВ.106;28.01.2024;18:30:00;Письмо;NULL
398;2024-01-22 12:00:00.000;OOO РиК;Набережные Челны; УЛ. ТАТАРСТАН д. 18/99;27.01.2024;12:00:00;Бандероль;NULL
399;2024-01-25 13:00:00.000;OOO РиК;Набережные Челны; ул. Гвардейская д.5;27.01.2024;13:00:00;Письмо;NULL
400;2024-01-19 12:00:00.000;"OOO ""Моя Оборона""";Набережные Челны; проспект Вахитово, дом 22, 1 подъезд, 10 этаж;26.01.2024;12:00:00;Бандероль;NULL
401;2024-01-23 12:00:00.000;"ЗАО ""Чное обучение""";Набережные Челны; проспект Вахитово, дом 22, 1 подъезд, 10 этаж;26.01.2024;12:00:00;Бандероль;NULL
402;2024-01-23 09:00:00.000;OOO РиК;Набережные Челны; ул. Мира д. 18;30.01.2024;09:00:00;Письмо;NULL
403;2024-01-23 09:00:00.000;"OOO ""Моя Оборона""";Набережные Челны; Проспект Сююмбике д.26;25.01.2024;09:00:00;Бандероль;NULL
404;2024-01-20 10:00:00.000;"ПАО ""Альто""";Набережные Челны; ПР-КТ. МОСКОВСКИЙ, д. 135;24.01.2024;10:00:00;Письмо;NULL
405;2024-01-21 10:00:00.000;"ПАО ""Альто""";Набережные Челны; ПР-КТ. МОСКОВСКИЙ, д. 135;24.01.2024;10:00:00;Письмо;NULL
406;2024-01-20 17:00:00.000;"OOO ""Би-Ван Кеноби""";Набережные Челны; УЛ. РАСКОЛЬНИКОВА д 9;23.01.2024;17:00:00;Бандероль;NULL
407;2024-01-17 11:00:00.000;"ЗАО ""Чное обучение""";Набережные Челны; ул. Шамиля Усманова;23.01.2024;11:00:00;Письмо;NULL
408;2024-01-22 10:00:00.000;"OOO ""Би-Ван Кеноби""";Набережные Челны; проспект мира 47артира 172, подьед 5 8 этаж 172артира ;24.01.2024;10:00:00;Письмо;NULL
409;2024-01-15 10:00:00.000;ИП М.А.Н;Нижнекамск; УЛ. БАКИ УРМАНЧЕ, д. 19 ;16.01.2024;10:00:00;Письмо;NULL
410;2024-01-10 19:00:00.000;"OOO ""Моя Оборона""";Альметьевск; УЛ. ГАФИАТУЛЛИНА, д. 6 ;17.01.2024;19:00:00;Письмо;NULL
411;2024-01-17 09:00:00.000;ИП М.А.Н;Нижнекамск; Шинников, 49;18.01.2024;09:00:00;Письмо;NULL
412;2024-01-14 20:00:00.000;"ПАО ""Альто""";Набережные Челны; бульвар Строителей, д. 8;15.01.2024;20:00:00;Бандероль;NULL
413;2024-01-12 12:00:00.000;OOO РиК;Набережные Челны; Шамиля Усманова д 114 ;15.01.2024;12:00:00;Бандероль;NULL
414;2024-01-14 10:00:00.000;"OOO ""Моя Оборона""";Нижнекамск; УЛ. БАКИ УРМАНЧЕ, д. 19 ;16.01.2024;10:00:00;Бандероль;NULL
415;2024-01-11 20:00:00.000;OOO РиК;Набережные Челны; проспект Беляева , д. 42Б ,  корпус 14/14В;13.01.2024;20:00:00;Бандероль;NULL
416;2024-01-10 20:00:00.000;OOO РиК;Набережные Челны; бульвар Строителей, д. 8;15.01.2024;20:00:00;Письмо;NULL
417;2024-01-13 12:00:00.000;"ПАО ""Альто""";Набережные Челны; Шамиля Усманова д 114 ;15.01.2024;12:00:00;Бандероль;NULL
418;2024-01-13 11:00:00.000;"ПАО ""Альто""";Набережные Челны; ТРАКТ. САРМАНОВСКИЙ, д. 17/10;15.01.2024;11:00:00;Письмо;NULL
419;2024-01-12 11:00:00.000;"ПАО ""Альто""";Набережные Челны; ТРАКТ. САРМАНОВСКИЙ, д. 17/10;15.01.2024;11:00:00;Бандероль;NULL
420;2024-01-07 16:00:00.000;"OOO ""Би-Ван Кеноби""";Альметьевск; Базовая, 8 каб 1 ;10.01.2024;16:00:00;Письмо;NULL
421;2024-01-06 20:00:00.000;"ПАО ""Альто""";Набережные Челны; проспект Беляева , д. 42Б ,  корпус 14/14В;13.01.2024;20:00:00;Бандероль;NULL
422;2024-01-12 10:00:00.000;"OOO ""Моя Оборона""";Набережные Челны; Новый город д. 49;13.01.2024;10:00:00;Письмо;NULL
423;2024-01-04 12:00:00.000;OOO РиК;Альметьевск; Ул галеева д 27;10.01.2024;12:00:00;Письмо;NULL
424;2024-01-08 18:00:00.000;"OOO ""Би-Ван Кеноби""";Набережные Челны; Авангардная, д. 61;10.01.2024;18:00:00;Письмо;NULL
425;2024-01-04 16:00:00.000;ИП М.А.Н;Альметьевск; Базовая, 8 каб 1 ;10.01.2024;16:00:00;Бандероль;NULL
426;2024-01-08 18:00:00.000;ИП М.А.Н;Набережные Челны; Авангардная, д. 61;10.01.2024;18:00:00;Письмо;NULL
427;2024-01-04 11:50:00.000;OOO РиК;Набережные Челны; УЛ. РАСКОЛЬНИКОВА, д. 9 ;10.01.2024;11:50:00;Бандероль;NULL
428;2024-01-09 11:50:00.000;"OOO ""Моя Оборона""";Набережные Челны; УЛ. РАСКОЛЬНИКОВА, д. 9 ;10.01.2024;11:50:00;Письмо;NULL
429;2024-01-03 14:00:00.000;"ПАО ""Альто""";Набережные Челны; ул. Мелекесская, д. 1;10.01.2024;14:00:00;Письмо;NULL
430;2024-01-02 18:00:00.000;ИП М.А.Н;Нижнекамск; ТАТАРСТАН РЕСП, Г. НИЖНЕКАМСК, УЛ. МИРА Д 23 ;09.01.2024;18:00:00;Письмо;NULL
431;2024-01-03 14:00:00.000;"ЗАО ""Чное обучение""";Набережные Челны; ул. Мелекесская, д. 1;10.01.2024;14:00:00;Бандероль;NULL
432;2024-01-03 18:00:00.000;ИП М.А.Н;Нижнекамск; ТАТАРСТАН РЕСП, Г. НИЖНЕКАМСК, УЛ. МИРА Д 23 ;09.01.2024;18:00:00;Бандероль;NULL
433;2024-01-05 16:00:00.000;OOO РиК;Набережные Челны; ул. Профсоюзная, д. 41 ;09.01.2024;16:00:00;Письмо;NULL
434;2024-01-05 12:00:00.000;ИП М.А.Н;Альметьевск; Ул галеева д 27;10.01.2024;12:00:00;Письмо;NULL
435;2024-01-02 16:00:00.000;"OOO ""Моя Оборона""";Набережные Челны; ул. Профсоюзная, д. 41 ;09.01.2024;16:00:00;Бандероль;NULL
436;2024-01-03 09:00:00.000;OOO РиК;Набережные Челны; наб. им Габдуллы Тукая, д. 8/23;07.01.2024;09:00:00;Бандероль;NULL
437;2023-12-30 19:00:00.000;OOO РиК;Альметьевск; УЛ. СУЛЕЙМАНОВОЙ, д. 3;03.01.2024;19:00:00;Бандероль;NULL
438;2024-01-02 09:00:00.000;OOO РиК;Набережные Челны; наб. им Габдуллы Тукая, д. 8/23;07.01.2024;09:00:00;Письмо;NULL
439;2024-01-01 18:00:00.000;ИП М.А.Н;Набережные Челны; Г. НАБЕРЕЖНЫЕ ЧЕЛНЫ, ПЕР. МОНТАЖНИКОВ, д. 5 ;04.01.2024;18:00:00;Письмо;NULL
440;2023-12-30 14:47:00.000;ИП М.А.Н;Зеленодольск; УЛ. ЖУКОВА дом 7;03.01.2024;14:47:00;Письмо;NULL
441;2023-12-28 18:00:00.000;"ПАО ""Альто""";Набережные Челны; Г. НАБЕРЕЖНЫЕ ЧЕЛНЫ, ПЕР. МОНТАЖНИКОВ, д. 5 ;04.01.2024;18:00:00;Письмо;NULL
442;2023-12-31 14:47:00.000;"OOO ""Би-Ван Кеноби""";Зеленодольск; УЛ. ЖУКОВА дом 7;03.01.2024;14:47:00;Бандероль;NULL
443;2023-12-22 18:00:00.000;OOO РиК;Набережные Челны; пр-кт. Чулман, д. 24;25.12.2023;18:00:00;Письмо;NULL
444;2023-12-28 19:00:00.000;OOO РиК;Альметьевск; УЛ. СУЛЕЙМАНОВОЙ, д. 3;03.01.2024;19:00:00;Бандероль;NULL
445;2023-12-23 19:30:00.000;"OOO ""Би-Ван Кеноби""";Набережные Челны; УЛ. ИМЕНИ ИЛЬДАРА МАННАНОВА, д. 5 ;27.12.2023;19:30:00;Письмо;NULL
446;2023-12-21 15:00:00.000;"ПАО ""Альто""";Нижнекамск; Г. НИЖНЕКАМСК, УЛ. 30 ЛЕТ ПОБЕДЫ, д. 17 ;26.12.2023;15:00:00;Письмо;NULL
447;2023-12-23 19:30:00.000;OOO РиК;Набережные Челны; УЛ. ИМЕНИ ИЛЬДАРА МАННАНОВА, д. 5 ;27.12.2023;19:30:00;Письмо;NULL
448;2023-12-16 19:00:00.000;"OOO ""Би-Ван Кеноби""";Зеленодольск; ул. Строителей, д. 12;20.12.2023;19:00:00;Письмо;NULL
449;2023-12-20 15:00:00.000;OOO РиК;Нижнекамск; Г. НИЖНЕКАМСК, УЛ. 30 ЛЕТ ПОБЕДЫ, д. 17 ;26.12.2023;15:00:00;Письмо;NULL
450;2023-12-23 17:00:00.000;OOO РиК;Набережные Челны;  УЛ. ИМЕНИ СЕРГЕЯ МАКСЮТОВА, д. 7 ;24.12.2023;17:00:00;Бандероль;NULL
451;2023-12-21 18:00:00.000;OOO РиК;Набережные Челны; пр-кт. Чулман, д. 24;25.12.2023;18:00:00;Бандероль;NULL
452;2023-12-18 17:00:00.000;"OOO ""Би-Ван Кеноби""";Набережные Челны;  УЛ. ИМЕНИ СЕРГЕЯ МАКСЮТОВА, д. 7 ;24.12.2023;17:00:00;Бандероль;NULL
453;2023-12-22 15:00:00.000;"OOO ""Моя Оборона""";Набережные Челны; ПР-КТ. ИМ ВАХИТОВА, д. 10 ;24.12.2023;15:00:00;Бандероль;NULL
454;2023-12-19 19:00:00.000;"ПАО ""Альто""";Набережные Челны; Московский пр-кт., д. 183;22.12.2023;19:00:00;Письмо;NULL
455;2023-12-09 14:00:00.000;"OOO ""Моя Оборона""";Набережные Челны;  пр-кт. Сююмбике, д. 61/2;13.12.2023;14:00:00;Письмо;NULL
456;2023-12-19 13:00:00.000;ИП М.А.Н;Нижнекамск; ПР-КТ. ШИННИКОВ, д. 61 ;21.12.2023;13:00:00;Письмо;NULL
457;2023-12-23 15:00:00.000;"ПАО ""Альто""";Набережные Челны; ПР-КТ. ИМ ВАХИТОВА, д. 10 ;24.12.2023;15:00:00;Бандероль;NULL
458;2023-12-21 19:00:00.000;"ЗАО ""Чное обучение""";Набережные Челны; Московский пр-кт., д. 183;22.12.2023;19:00:00;Письмо;NULL
459;2023-12-18 13:00:00.000;"ЗАО ""Чное обучение""";Нижнекамск; ПР-КТ. ШИННИКОВ, д. 61 ;21.12.2023;13:00:00;Бандероль;NULL
460;2023-12-19 19:00:00.000;"ЗАО ""Чное обучение""";Зеленодольск; ул. Строителей, д. 12;20.12.2023;19:00:00;Бандероль;NULL
461;2023-12-03 18:00:00.000;"ЗАО ""Чное обучение""";Альметьевск; ул Ленина д 129 ;10.12.2023;18:00:00;Письмо;NULL
462;2023-12-12 13:00:00.000;OOO РиК;Набережные Челны;  пр-кт. Чулман, д. 89/57;19.12.2023;13:00:00;Бандероль;NULL
463;2023-12-14 14:00:00.000;"OOO ""Би-Ван Кеноби""";Набережные Челны; пр-кт. Набережночелнинский, д. 54 , офис 10;17.12.2023;14:00:00;Бандероль;NULL
464;2023-12-16 14:30:00.000;"ПАО ""Альто""";Зеленодольск; ПР-КТ. СТРОИТЕЛЕЙ, д. 6 ;17.12.2023;14:30:00;Письмо;NULL
465;2023-12-13 19:00:00.000;"OOO ""Моя Оборона""";Набережные Челны; улица Николая Иванцова, 3;16.12.2023;19:00:00;Бандероль;NULL
466;2023-12-16 14:30:00.000;"OOO ""Моя Оборона""";Зеленодольск; ПР-КТ. СТРОИТЕЛЕЙ, д. 6 ;17.12.2023;14:30:00;Бандероль;NULL
467;2023-12-13 17:00:00.000;"OOO ""Би-Ван Кеноби""";Набережные Челны; 423826, ТАТАРСТАН РЕСП, Г. НАБЕРЕЖНЫЕ ЧЕЛНЫ, ПР-КТ. СЮЮМБИКЕ, д. 91 ;16.12.2023;17:00:00;Письмо;NULL
468;2023-12-10 19:00:00.000;"ЗАО ""Чное обучение""";Набережные Челны; улица Николая Иванцова, 3;16.12.2023;19:00:00;Письмо;NULL
469;2023-12-11 17:00:00.000;"OOO ""Моя Оборона""";Набережные Челны; 423826, ТАТАРСТАН РЕСП, Г. НАБЕРЕЖНЫЕ ЧЕЛНЫ, ПР-КТ. СЮЮМБИКЕ, д. 91 ;16.12.2023;17:00:00;Бандероль;NULL
470;2023-12-16 14:00:00.000;"ПАО ""Альто""";Казань; пр-кт. Набережночелнинский, д. 54 , офис 10;17.12.2023;14:00:00;Бандероль;NULL
471;2023-12-09 10:00:00.000;ИП М.А.Н;Казань; УЛ. РАСКОЛЬНИКОВА, д. 18 ;15.12.2023;10:00:00;Письмо;NULL
472;2023-12-12 12:00:00.000;"ЗАО ""Чное обучение""";Казань; Проспект Яшьлек, д. 39, 10 подъезд;15.12.2023;12:00:00;Бандероль;NULL
473;2023-12-11 10:00:00.000;"ПАО ""Альто""";Казань; УЛ. РАСКОЛЬНИКОВА, д. 18 ;15.12.2023;10:00:00;Письмо;NULL
474;2023-12-11 16:00:00.000;OOO РиК;Зеленодольск; ЧЕХОВА 19;13.12.2023;16:00:00;Письмо;NULL
475;2023-12-13 12:00:00.000;"ЗАО ""Чное обучение""";Казань; Проспект Яшьлек, д. 39, 10 подъезд;15.12.2023;12:00:00;Бандероль;NULL
476;2023-12-09 10:00:00.000;"OOO ""Моя Оборона""";Альметьевск; 423458, ТАТАРСТАН РЕСП, Г. АЛЬМЕТЬЕВСК, УЛ. РИЗЫ ФАХРЕТДИНА, д. 57/4 ;15.12.2023;10:00:00;Бандероль;NULL
477;2023-12-08 18:00:00.000;"OOO ""Би-Ван Кеноби""";Казань;  ул Шамиля Усманова д 2 ;14.12.2023;18:00:00;Бандероль;NULL
478;2023-12-07 18:00:00.000;"ПАО ""Альто""";Казань;  ул Шамиля Усманова д 2 ;14.12.2023;18:00:00;Письмо;NULL
479;2023-12-10 14:00:00.000;"ПАО ""Альто""";Казань;  пр-кт. Сююмбике, д. 61/2;13.12.2023;14:00:00;Габаритный груз;NULL
480;2023-12-06 16:00:00.000;"OOO ""Би-Ван Кеноби""";Зеленодольск; ЧЕХОВА 19;13.12.2023;16:00:00;Письмо;NULL
481;2023-12-11 15:30:00.000;"ЗАО ""Чное обучение""";Казань; пр. Хасана Туфана д 29.В ;12.12.2023;15:30:00;Габаритный груз;NULL
482;2023-12-07 15:30:00.000;"OOO ""Би-Ван Кеноби""";Казань; пр. Хасана Туфана д 29.В ;12.12.2023;15:30:00;Бандероль;NULL
483;2023-12-06 11:00:00.000;"ЗАО ""Чное обучение""";Казань; ул. Виктора Полякова, д. 2А;12.12.2023;11:00:00;Габаритный груз;NULL
484;2023-12-09 11:00:00.000;"ЗАО ""Чное обучение""";Казань; ул. Виктора Полякова, д. 2А;12.12.2023;11:00:00;Письмо;NULL
485;2023-12-06 13:00:00.000;"OOO ""Моя Оборона""";Казань; ул. Шамиля Усманова  д. 2 А;11.12.2023;13:00:00;Бандероль;NULL
486;2023-12-08 13:00:00.000;"ЗАО ""Чное обучение""";Казань; ул. Шамиля Усманова  д. 2 А;11.12.2023;13:00:00;Бандероль;NULL
487;2023-12-09 18:00:00.000;"OOO ""Моя Оборона""";Альметьевск; ул Ленина д 129 ;10.12.2023;18:00:00;Бандероль;NULL
488;2023-11-24 10:00:00.000;"ЗАО ""Чное обучение""";Казань; 423800, ТАТАРСТАН РЕСП, Г. НАБЕРЕЖНЫЕ ЧЕЛНЫ, УЛ. АВАНГАРДНАЯ, д. 39 ;29.11.2023;10:00:00;Габаритный груз;NULL
489;2023-12-01 13:00:00.000;ИП М.А.Н;Казань; проспект Московский, д. 86А офис 1;06.12.2023;13:00:00;Бандероль;NULL
490;2023-12-03 15:00:00.000;"ЗАО ""Чное обучение""";Казань; ПР-КТ. МОСКОВСКИЙ, д. 88 ;04.12.2023;15:00:00;Габаритный груз;NULL
491;2023-12-03 13:00:00.000;"ЗАО ""Чное обучение""";Казань; проспект Московский, д. 86А офис 1;06.12.2023;13:00:00;Бандероль;NULL
492;2023-11-29 18:00:00.000;"ЗАО ""Чное обучение""";Нижнекамск; Шинников 46;04.12.2023;18:00:00;Бандероль;NULL
493;2023-11-30 15:00:00.000;"OOO ""Моя Оборона""";Казань; ПР-КТ. МОСКОВСКИЙ, д. 88 ;04.12.2023;15:00:00;Бандероль;NULL
494;2023-11-30 18:00:00.000;"ПАО ""Альто""";Альметьевск; Шевченко, д. 46 а;03.12.2023;18:00:00;Письмо;NULL
495;2023-11-30 18:00:00.000;"ЗАО ""Чное обучение""";Альметьевск; Шевченко, д. 46 а;03.12.2023;18:00:00;Письмо;NULL
496;2023-11-25 11:00:00.000;ИП М.А.Н;Казань; Б-Р. ДОМОСТРОИТЕЛЕЙ 5, 138;01.12.2023;11:00:00;Бандероль;NULL
497;2023-11-28 15:00:00.000;"ЗАО ""Чное обучение""";Казань; ТАТАРСТАН РЕСП, Г. НАБЕРЕЖНЫЕ ЧЕЛНЫ, Б-Р. ШИШКИНСКИЙ, д. 15 ;01.12.2023;15:00:00;Письмо;NULL
498;2023-11-29 11:00:00.000;OOO РиК;Казань; Б-Р. ДОМОСТРОИТЕЛЕЙ 5, 138;01.12.2023;11:00:00;Письмо;NULL
499;2023-11-29 16:00:00.000;"OOO ""Моя Оборона""";Казань; АВТОМОБИЛЕСТРОИТЕЛЕЙ 14, 124 ;30.11.2023;16:00:00;Габаритный груз;NULL
500;2023-11-27 12:00:00.000;"OOO ""Би-Ван Кеноби""";Казань; ПР-КТ. ХАСАНА ТУФАНА, д. 29А ;01.12.2023;12:00:00;Письмо;NULL
501;2023-11-29 12:00:00.000;ИП М.А.Н;Казань; ПР-КТ. ХАСАНА ТУФАНА, д. 29А ;01.12.2023;12:00:00;Габаритный груз;NULL
502;2023-11-27 12:00:00.000;"OOO ""Моя Оборона""";Казань; ПР-КТ. ХАСАНА ТУФАНА, д. 29А ;01.12.2023;12:00:00;Габаритный груз;NULL
503;2023-11-27 12:00:00.000;"OOO ""Моя Оборона""";Казань; ПР-КТ. ХАСАНА ТУФАНА, д. 29А ;01.12.2023;12:00:00;Бандероль;NULL
504;2023-11-29 12:00:00.000;"ПАО ""Альто""";Казань; ПР-КТ. ХАСАНА ТУФАНА, д. 29А ;01.12.2023;12:00:00;Бандероль;NULL
505;2023-11-24 16:00:00.000;ИП М.А.Н;Казань; АВТОМОБИЛЕСТРОИТЕЛЕЙ 14, 124 ;30.11.2023;16:00:00;Габаритный груз;NULL
506;2023-11-24 19:40:00.000;"ПАО ""Альто""";Нижнекамск; ГАГАРИНА, д. 13 ;30.11.2023;19:40:00;Бандероль;NULL
507;2023-11-30 15:00:00.000;ИП М.А.Н;Казань; ТАТАРСТАН РЕСП, Г. НАБЕРЕЖНЫЕ ЧЕЛНЫ, Б-Р. ШИШКИНСКИЙ, д. 15 ;01.12.2023;15:00:00;Габаритный груз;NULL
508;2023-11-27 10:00:00.000;"ЗАО ""Чное обучение""";Зеленодольск; УЛ. ФРУНЗЕ, д. 9 ;28.11.2023;10:00:00;Письмо;NULL
